靡ㄩ絏	虏嘿	るら	Μ絃基(じ)
M2300  	筿摸计   	20031127	   244.5600
M2300  	筿摸计   	20031128	   246.0000
M2300  	筿摸计   	20031201	   249.6100
M2300  	筿摸计   	20031202	   252.5000
M2300  	筿摸计   	20031203	   252.4200
M2300  	筿摸计   	20031204	   253.9500
M2300  	筿摸计   	20031205	   252.1200
M2300  	筿摸计   	20031208	   248.7100
M2300  	筿摸计   	20031209	   248.2900
M2300  	筿摸计   	20031210	   244.5300
M2300  	筿摸计   	20031211	   246.5800
M2300  	筿摸计   	20031212	   246.0200
M2300  	筿摸计   	20031215	   249.4600
M2300  	筿摸计   	20031216	   246.6300
M2300  	筿摸计   	20031217	   240.2400
M2300  	筿摸计   	20031218	   240.3500
M2300  	筿摸计   	20031219	   239.6700
M2300  	筿摸计   	20031222	   242.9500
M2300  	筿摸计   	20031223	   243.6200
M2300  	筿摸计   	20031224	   244.2900
M2300  	筿摸计   	20031225	   243.7400
M2300  	筿摸计   	20031226	   244.2200
M2300  	筿摸计   	20031229	   242.7600
M2300  	筿摸计   	20031230	   246.4400
M2300  	筿摸计   	20031231	   246.7100
M2300  	筿摸计   	20040102	   252.3900
M2300  	筿摸计   	20040105	   254.5100
M2300  	筿摸计   	20040106	   254.5900
M2300  	筿摸计   	20040107	   255.1000
M2300  	筿摸计   	20040108	   256.4900
M2300  	筿摸计   	20040109	   261.4900
M2300  	筿摸计   	20040112	   262.2400
M2300  	筿摸计   	20040113	   262.1600
M2300  	筿摸计   	20040114	   264.2300
M2300  	筿摸计   	20040115	   262.8300
M2300  	筿摸计   	20040116	   261.6100
M2300  	筿摸计   	20040127	   265.7800
M2300  	筿摸计   	20040128	   266.6900
M2300  	筿摸计   	20040129	   265.2500
M2300  	筿摸计   	20040130	   267.0600
M2300  	筿摸计   	20040202	   264.1200
M2300  	筿摸计   	20040203	   260.7200
M2300  	筿摸计   	20040204	   259.6500
M2300  	筿摸计   	20040205	   259.1800
M2300  	筿摸计   	20040206	   261.2800
M2300  	筿摸计   	20040209	   265.8400
M2300  	筿摸计   	20040210	   264.0400
M2300  	筿摸计   	20040211	   262.1200
M2300  	筿摸计   	20040212	   263.7000
M2300  	筿摸计   	20040213	   264.6800
M2300  	筿摸计   	20040216	   262.4200
M2300  	筿摸计   	20040217	   263.3800
M2300  	筿摸计   	20040218	   267.8800
M2300  	筿摸计   	20040219	   270.5700
M2300  	筿摸计   	20040220	   271.5200
M2300  	筿摸计   	20040223	   270.8300
M2300  	筿摸计   	20040224	   266.7700
M2300  	筿摸计   	20040225	   269.8200
M2300  	筿摸计   	20040226	   272.4600
M2300  	筿摸计   	20040227	   273.5000
M2300  	筿摸计   	20040301	   277.4400
M2300  	筿摸计   	20040302	   281.9900
M2300  	筿摸计   	20040303	   279.8200
M2300  	筿摸计   	20040304	   284.1500
M2300  	筿摸计   	20040305	   282.6700
M2300  	筿摸计   	20040308	   281.2600
M2300  	筿摸计   	20040309	   282.6500
M2300  	筿摸计   	20040310	   277.8100
M2300  	筿摸计   	20040311	   277.9600
M2300  	筿摸计   	20040312	   273.3700
M2300  	筿摸计   	20040315	   267.0300
M2300  	筿摸计   	20040316	   265.7500
M2300  	筿摸计   	20040317	   265.8700
M2300  	筿摸计   	20040318	   274.5100
M2300  	筿摸计   	20040319	   275.6900
M2300  	筿摸计   	20040322	   257.2300
M2300  	筿摸计   	20040323	   248.9600
M2300  	筿摸计   	20040324	   253.9600
M2300  	筿摸计   	20040325	   251.0800
M2300  	筿摸计   	20040326	   251.6300
M2300  	筿摸计   	20040329	   265.3900
M2300  	筿摸计   	20040330	   264.8000
M2300  	筿摸计   	20040331	   264.7900
M2300  	筿摸计   	20040401	   267.2100
M2300  	筿摸计   	20040402	   267.0400
M2300  	筿摸计   	20040405	   275.0300
M2300  	筿摸计   	20040406	   272.8300
M2300  	筿摸计   	20040407	   273.0000
M2300  	筿摸计   	20040408	   273.7500
M2300  	筿摸计   	20040409	   272.4500
M2300  	筿摸计   	20040412	   278.9600
M2300  	筿摸计   	20040413	   278.9000
M2300  	筿摸计   	20040414	   285.5200
M2300  	筿摸计   	20040415	   278.8900
M2300  	筿摸计   	20040416	   283.2000
M2300  	筿摸计   	20040419	   281.3800
M2300  	筿摸计   	20040420	   281.6400
M2300  	筿摸计   	20040421	   280.8400
M2300  	筿摸计   	20040422	   278.1600
M2300  	筿摸计   	20040423	   279.7700
M2300  	筿摸计   	20040426	   278.5700
M2300  	筿摸计   	20040427	   275.8700
M2300  	筿摸计   	20040428	   271.8400
M2300  	筿摸计   	20040429	   266.4800
M2300  	筿摸计   	20040430	   254.9500
M2300  	筿摸计   	20040503	   251.8600
M2300  	筿摸计   	20040504	   257.8600
M2300  	筿摸计   	20040505	   243.3200
M2300  	筿摸计   	20040506	   244.5800
M2300  	筿摸计   	20040507	   249.4900
M2300  	筿摸计   	20040510	   240.4500
M2300  	筿摸计   	20040511	   242.6000
M2300  	筿摸计   	20040512	   247.3200
M2300  	筿摸计   	20040513	   245.5100
M2300  	筿摸计   	20040514	   238.4300
M2300  	筿摸计   	20040517	   226.0800
M2300  	筿摸计   	20040518	   229.7800
M2300  	筿摸计   	20040519	   242.2400
M2300  	筿摸计   	20040520	   240.3600
M2300  	筿摸计   	20040521	   246.2500
M2300  	筿摸计   	20040524	   245.8000
M2300  	筿摸计   	20040525	   246.6900
M2300  	筿摸计   	20040526	   249.6300
M2300  	筿摸计   	20040527	   249.3000
M2300  	筿摸计   	20040528	   253.8700
M2300  	筿摸计   	20040531	   245.9800
M2300  	筿摸计   	20040601	   246.6200
M2300  	筿摸计   	20040602	   241.2400
M2300  	筿摸计   	20040603	   231.8200
M2300  	筿摸计   	20040604	   233.7000
M2300  	筿摸计   	20040607	   241.7900
M2300  	筿摸计   	20040608	   243.5000
M2300  	筿摸计   	20040609	   241.5000
M2300  	筿摸计   	20040610	   234.9000
M2300  	筿摸计   	20040611	   227.6900
M2300  	筿摸计   	20040614	   221.7900
M2300  	筿摸计   	20040615	   224.4700
M2300  	筿摸计   	20040616	   221.8600
M2300  	筿摸计   	20040617	   226.8600
M2300  	筿摸计   	20040618	   222.1800
M2300  	筿摸计   	20040621	   220.0600
M2300  	筿摸计   	20040623	   225.7000
M2300  	筿摸计   	20040624	   228.8400
M2300  	筿摸计   	20040625	   229.9400
M2300  	筿摸计   	20040628	   226.2200
M2300  	筿摸计   	20040629	   227.5600
M2300  	筿摸计   	20040630	   232.1300
M2300  	筿摸计   	20040701	   231.7300
M2300  	筿摸计   	20040702	   226.1700
M2300  	筿摸计   	20040705	   221.1000
M2300  	筿摸计   	20040706	   224.5700
M2300  	筿摸计   	20040707	   223.0400
M2300  	筿摸计   	20040708	   222.2200
M2300  	筿摸计   	20040709	   226.2500
M2300  	筿摸计   	20040712	   224.0100
M2300  	筿摸计   	20040713	   218.7500
M2300  	筿摸计   	20040714	   217.0900
M2300  	筿摸计   	20040715	   213.2200
M2300  	筿摸计   	20040716	   210.8900
M2300  	筿摸计   	20040719	   208.6700
M2300  	筿摸计   	20040720	   201.9900
M2300  	筿摸计   	20040721	   207.4800
M2300  	筿摸计   	20040722	   207.1300
M2300  	筿摸计   	20040723	   207.7300
M2300  	筿摸计   	20040726	   205.4300
M2300  	筿摸计   	20040727	   209.0600
M2300  	筿摸计   	20040728	   208.6000
M2300  	筿摸计   	20040729	   206.1100
M2300  	筿摸计   	20040730	   209.3300
M2300  	筿摸计   	20040802	   205.6700
M2300  	筿摸计   	20040803	   207.2100
M2300  	筿摸计   	20040804	   206.1700
M2300  	筿摸计   	20040805	   213.5500
M2300  	筿摸计   	20040806	   212.5100
M2300  	筿摸计   	20040809	   212.1200
M2300  	筿摸计   	20040810	   210.4400
M2300  	筿摸计   	20040811	   210.3300
M2300  	筿摸计   	20040812	   209.5100
M2300  	筿摸计   	20040813	   209.7400
M2300  	筿摸计   	20040816	   207.6000
M2300  	筿摸计   	20040817	   207.1700
M2300  	筿摸计   	20040818	   211.5300
M2300  	筿摸计   	20040819	   219.5500
M2300  	筿摸计   	20040820	   220.1900
M2300  	筿摸计   	20040823	   222.1200
M2300  	筿摸计   	20040826	   228.5300
M2300  	筿摸计   	20040827	   227.7100
M2300  	筿摸计   	20040830	   225.2900
M2300  	筿摸计   	20040831	   223.3800
M2300  	筿摸计   	20040901	   226.9400
M2300  	筿摸计   	20040902	   225.8000
M2300  	筿摸计   	20040903	   219.4300
M2300  	筿摸计   	20040906	   218.9400
M2300  	筿摸计   	20040907	   220.7000
M2300  	筿摸计   	20040908	   219.3300
M2300  	筿摸计   	20040909	   219.9000
M2300  	筿摸计   	20040910	   220.6400
M2300  	筿摸计   	20040913	   223.8100
M2300  	筿摸计   	20040914	   224.4000
M2300  	筿摸计   	20040915	   223.3600
M2300  	筿摸计   	20040916	   224.6400
M2300  	筿摸计   	20040917	   222.2800
M2300  	筿摸计   	20040920	   221.1800
M2300  	筿摸计   	20040921	   223.7500
M2300  	筿摸计   	20040922	   224.2800
M2300  	筿摸计   	20040923	   223.7800
M2300  	筿摸计   	20040924	   220.9700
M2300  	筿摸计   	20040927	   217.5000
M2300  	筿摸计   	20040929	   216.4800
M2300  	筿摸计   	20040930	   217.1800
M2300  	筿摸计   	20041001	   218.9500
M2300  	筿摸计   	20041004	   224.3300
M2300  	筿摸计   	20041005	   224.4700
M2300  	筿摸计   	20041006	   224.8300
M2300  	筿摸计   	20041007	   224.7400
M2300  	筿摸计   	20041008	   222.7000
M2300  	筿摸计   	20041011	   220.6600
M2300  	筿摸计   	20041012	   217.0500
M2300  	筿摸计   	20041013	   215.8600
M2300  	筿摸计   	20041014	   215.0800
M2300  	筿摸计   	20041015	   213.0000
M2300  	筿摸计   	20041018	   210.4000
M2300  	筿摸计   	20041019	   214.3500
M2300  	筿摸计   	20041020	   212.5400
M2300  	筿摸计   	20041021	   212.9500
M2300  	筿摸计   	20041022	   213.5400
M2300  	筿摸计   	20041026	   206.8600
M2300  	筿摸计   	20041027	   204.5800
M2300  	筿摸计   	20041028	   207.4600
M2300  	筿摸计   	20041029	   209.8100
M2300  	筿摸计   	20041101	   206.9000
M2300  	筿摸计   	20041102	   211.8000
M2300  	筿摸计   	20041103	   218.2000
M2300  	筿摸计   	20041104	   218.3800
M2300  	筿摸计   	20041105	   219.4100
M2300  	筿摸计   	20041108	   218.5000
M2300  	筿摸计   	20041109	   219.5100
M2300  	筿摸计   	20041110	   220.3700
M2300  	筿摸计   	20041111	   216.9600
M2300  	筿摸计   	20041112	   218.6900
M2300  	筿摸计   	20041115	   219.0900
M2300  	筿摸计   	20041116	   220.4200
M2300  	筿摸计   	20041117	   226.4300
M2300  	筿摸计   	20041118	   227.9200
M2300  	筿摸计   	20041119	   227.2400
M2300  	筿摸计   	20041122	   218.0900
M2300  	筿摸计   	20041123	   218.8700
M2300  	筿摸计   	20041124	   220.6000
M2300  	筿摸计   	20041125	   218.4400
M2300  	筿摸计   	20041126	   215.7100
M2300  	筿摸计   	20041129	   215.2700
M2300  	筿摸计   	20041130	   217.1900
M2300  	筿摸计   	20041201	   215.4400
M2300  	筿摸计   	20041202	   218.5400
M2300  	筿摸计   	20041203	   219.8400
M2300  	筿摸计   	20041206	   220.6000
M2300  	筿摸计   	20041207	   221.3200
M2300  	筿摸计   	20041208	   219.2900
M2300  	筿摸计   	20041209	   219.7500
M2300  	筿摸计   	20041210	   220.1900
M2300  	筿摸计   	20041213	   219.6400
M2300  	筿摸计   	20041214	   221.3000
M2300  	筿摸计   	20041215	   226.0000
M2300  	筿摸计   	20041216	   226.8800
M2300  	筿摸计   	20041217	   225.7600
M2300  	筿摸计   	20041220	   224.6100
M2300  	筿摸计   	20041221	   223.7700
M2300  	筿摸计   	20041222	   224.1500
M2300  	筿摸计   	20041223	   224.3600
M2300  	筿摸计   	20041224	   225.1200
M2300  	筿摸计   	20041227	   223.4500
M2300  	筿摸计   	20041228	   224.4600
M2300  	筿摸计   	20041229	   227.3500
M2300  	筿摸计   	20041230	   227.9200
M2300  	筿摸计   	20041231	   229.9100
M2300  	筿摸计   	20050103	   228.7300
M2300  	筿摸计   	20050104	   224.8400
M2300  	筿摸计   	20050105	   222.3000
M2300  	筿摸计   	20050106	   221.5400
M2300  	筿摸计   	20050107	   219.4100
M2300  	筿摸计   	20050110	   220.1500
M2300  	筿摸计   	20050111	   221.2800
M2300  	筿摸计   	20050112	   216.9800
M2300  	筿摸计   	20050113	   214.5500
M2300  	筿摸计   	20050114	   215.0300
M2300  	筿摸计   	20050117	   218.6900
M2300  	筿摸计   	20050118	   218.0400
M2300  	筿摸计   	20050119	   216.5400
M2300  	筿摸计   	20050120	   217.5700
M2300  	筿摸计   	20050121	   216.2200
M2300  	筿摸计   	20050124	   212.9800
M2300  	筿摸计   	20050125	   213.9200
M2300  	筿摸计   	20050126	   217.6900
M2300  	筿摸计   	20050127	   217.9500
M2300  	筿摸计   	20050128	   220.5700
M2300  	筿摸计   	20050131	   225.9600
M2300  	筿摸计   	20050201	   225.7400
M2300  	筿摸计   	20050202	   228.0200
M2300  	筿摸计   	20050203	   228.5700
M2300  	筿摸计   	20050214	   232.9800
M2300  	筿摸计   	20050215	   233.8700
M2300  	筿摸计   	20050216	   235.7500
M2300  	筿摸计   	20050217	   232.1900
M2300  	筿摸计   	20050218	   235.5000
M2300  	筿摸计   	20050221	   235.8200
M2300  	筿摸计   	20050222	   233.7800
M2300  	筿摸计   	20050223	   235.1700
M2300  	筿摸计   	20050224	   234.6400
M2300  	筿摸计   	20050225	   237.4900
M2300  	筿摸计   	20050301	   236.6700
M2300  	筿摸计   	20050302	   235.5800
M2300  	筿摸计   	20050303	   234.5600
M2300  	筿摸计   	20050304	   233.8300
M2300  	筿摸计   	20050307	   234.5300
M2300  	筿摸计   	20050308	   234.3900
M2300  	筿摸计   	20050309	   235.9500
M2300  	筿摸计   	20050310	   235.4400
M2300  	筿摸计   	20050311	   236.7100
M2300  	筿摸计   	20050314	   234.4500
M2300  	筿摸计   	20050315	   229.5000
M2300  	筿摸计   	20050316	   230.6700
M2300  	筿摸计   	20050317	   228.0100
M2300  	筿摸计   	20050318	   228.3400
M2300  	筿摸计   	20050321	   229.2200
M2300  	筿摸计   	20050322	   227.9500
M2300  	筿摸计   	20050323	   228.7900
M2300  	筿摸计   	20050324	   229.1400
M2300  	筿摸计   	20050325	   232.0900
M2300  	筿摸计   	20050328	   231.9600
M2300  	筿摸计   	20050329	   228.1800
M2300  	筿摸计   	20050330	   227.9600
M2300  	筿摸计   	20050331	   231.2000
M2300  	筿摸计   	20050401	   233.7800
M2300  	筿摸计   	20050404	   232.8400
M2300  	筿摸计   	20050406	   232.4100
M2300  	筿摸计   	20050407	   231.3900
M2300  	筿摸计   	20050408	   234.3500
M2300  	筿摸计   	20050411	   232.3800
M2300  	筿摸计   	20050412	   233.3900
M2300  	筿摸计   	20050413	   233.7400
M2300  	筿摸计   	20050414	   232.8700
M2300  	筿摸计   	20050415	   230.8000
M2300  	筿摸计   	20050418	   223.8400
M2300  	筿摸计   	20050419	   224.9300
M2300  	筿摸计   	20050420	   221.4800
M2300  	筿摸计   	20050421	   222.4900
M2300  	筿摸计   	20050422	   223.5200
M2300  	筿摸计   	20050425	   223.4000
M2300  	筿摸计   	20050426	   226.8500
M2300  	筿摸计   	20050427	   226.5400
M2300  	筿摸计   	20050428	   228.9700
M2300  	筿摸计   	20050429	   227.0900
M2300  	筿摸计   	20050503	   226.2200
M2300  	筿摸计   	20050504	   225.8500
M2300  	筿摸计   	20050505	   231.8500
M2300  	筿摸计   	20050506	   234.8600
M2300  	筿摸计   	20050509	   235.6000
M2300  	筿摸计   	20050510	   234.7200
M2300  	筿摸计   	20050511	   233.1100
M2300  	筿摸计   	20050512	   234.0800
M2300  	筿摸计   	20050513	   236.5300
M2300  	筿摸计   	20050516	   235.5300
M2300  	筿摸计   	20050517	   234.7300
M2300  	筿摸计   	20050518	   235.1500
M2300  	筿摸计   	20050519	   239.8500
M2300  	筿摸计   	20050520	   239.0300
M2300  	筿摸计   	20050523	   235.3400
M2300  	筿摸计   	20050524	   236.5500
M2300  	筿摸计   	20050525	   235.7300
M2300  	筿摸计   	20050526	   238.5000
M2300  	筿摸计   	20050527	   242.2400
M2300  	筿摸计   	20050530	   243.5000
M2300  	筿摸计   	20050531	   243.9900
M2300  	筿摸计   	20050601	   242.2100
M2300  	筿摸计   	20050602	   244.7400
M2300  	筿摸计   	20050603	   247.9100
M2300  	筿摸计   	20050606	   248.1500
M2300  	筿摸计   	20050607	   247.3500
M2300  	筿摸计   	20050608	   250.5700
M2300  	筿摸计   	20050609	   249.0900
M2300  	筿摸计   	20050610	   251.3900
M2300  	筿摸计   	20050613	   253.1000
M2300  	筿摸计   	20050614	   251.0400
M2300  	筿摸计   	20050615	   253.2500
M2300  	筿摸计   	20050616	   255.7100
M2300  	筿摸计   	20050617	   256.4600
M2300  	筿摸计   	20050620	   256.6500
M2300  	筿摸计   	20050621	   254.9300
M2300  	筿摸计   	20050622	   258.6600
M2300  	筿摸计   	20050623	   259.1200
M2300  	筿摸计   	20050624	   257.2200
M2300  	筿摸计   	20050627	   255.1000
M2300  	筿摸计   	20050628	   255.4800
M2300  	筿摸计   	20050629	   251.1400
M2300  	筿摸计   	20050630	   252.5400
M2300  	筿摸计   	20050701	   255.3100
M2300  	筿摸计   	20050704	   255.9000
M2300  	筿摸计   	20050705	   255.2200
M2300  	筿摸计   	20050706	   255.5100
M2300  	筿摸计   	20050707	   254.7400
M2300  	筿摸计   	20050708	   254.6000
M2300  	筿摸计   	20050711	   261.1200
M2300  	筿摸计   	20050712	   264.1200
M2300  	筿摸计   	20050713	   265.6800
M2300  	筿摸计   	20050714	   268.5800
M2300  	筿摸计   	20050715	   266.8300
M2300  	筿摸计   	20050719	   268.1400
M2300  	筿摸计   	20050720	   267.8200
M2300  	筿摸计   	20050721	   268.0400
M2300  	筿摸计   	20050722	   264.5500
M2300  	筿摸计   	20050725	   265.8000
M2300  	筿摸计   	20050726	   264.7800
M2300  	筿摸计   	20050727	   262.4500
M2300  	筿摸计   	20050728	   266.4200
M2300  	筿摸计   	20050729	   263.2400
M2300  	筿摸计   	20050801	   263.6300
M2300  	筿摸计   	20050802	   264.5600
M2300  	筿摸计   	20050803	   271.2600
M2300  	筿摸计   	20050804	   270.7300
M2300  	筿摸计   	20050808	   268.2500
M2300  	筿摸计   	20050809	   267.5800
M2300  	筿摸计   	20050810	   266.7900
M2300  	筿摸计   	20050811	   266.1700
M2300  	筿摸计   	20050812	   263.3200
M2300  	筿摸计   	20050815	   257.4500
M2300  	筿摸计   	20050816	   257.9600
M2300  	筿摸计   	20050817	   259.0900
M2300  	筿摸计   	20050818	   257.4000
M2300  	筿摸计   	20050819	   254.6000
M2300  	筿摸计   	20050822	   257.2100
M2300  	筿摸计   	20050823	   256.1400
M2300  	筿摸计   	20050824	   253.1800
M2300  	筿摸计   	20050825	   252.7600
M2300  	筿摸计   	20050826	   254.0200
M2300  	筿摸计   	20050829	   249.1000
M2300  	筿摸计   	20050830	   246.6700
M2300  	筿摸计   	20050831	   248.1700
M2300  	筿摸计   	20050902	   251.5200
M2300  	筿摸计   	20050905	   250.9500
M2300  	筿摸计   	20050906	   253.2500
M2300  	筿摸计   	20050907	   253.5000
M2300  	筿摸计   	20050908	   254.6000
M2300  	筿摸计   	20050909	   253.7500
M2300  	筿摸计   	20050912	   257.7800
M2300  	筿摸计   	20050913	   257.7300
M2300  	筿摸计   	20050914	   256.3800
M2300  	筿摸计   	20050915	   252.3900
M2300  	筿摸计   	20050916	   249.5300
M2300  	筿摸计   	20050919	   250.0500
M2300  	筿摸计   	20050920	   254.8200
M2300  	筿摸计   	20050921	   252.8300
M2300  	筿摸计   	20050922	   248.0000
M2300  	筿摸计   	20050923	   245.2300
M2300  	筿摸计   	20050926	   246.0000
M2300  	筿摸计   	20050927	   247.7300
M2300  	筿摸计   	20050928	   247.5600
M2300  	筿摸计   	20050929	   251.8900
M2300  	筿摸计   	20050930	   256.3500
M2300  	筿摸计   	20051003	   257.4900
M2300  	筿摸计   	20051004	   259.4900
M2300  	筿摸计   	20051005	   260.3700
M2300  	筿摸计   	20051006	   258.8000
M2300  	筿摸计   	20051007	   258.2000
M2300  	筿摸计   	20051011	   256.4500
M2300  	筿摸计   	20051012	   250.7500
M2300  	筿摸计   	20051013	   248.2200
M2300  	筿摸计   	20051014	   247.3400
M2300  	筿摸计   	20051017	   240.4600
M2300  	筿摸计   	20051018	   241.3100
M2300  	筿摸计   	20051019	   234.6200
M2300  	筿摸计   	20051020	   239.2400
M2300  	筿摸计   	20051021	   238.4600
M2300  	筿摸计   	20051024	   238.4100
M2300  	筿摸计   	20051025	   238.1000
M2300  	筿摸计   	20051026	   234.9000
M2300  	筿摸计   	20051027	   232.4100
M2300  	筿摸计   	20051028	   231.3400
M2300  	筿摸计   	20051031	   238.8500
M2300  	筿摸计   	20051101	   240.5800
M2300  	筿摸计   	20051102	   244.6300
M2300  	筿摸计   	20051103	   244.7800
M2300  	筿摸计   	20051104	   248.1800
M2300  	筿摸计   	20051107	   245.7300
M2300  	筿摸计   	20051108	   245.1400
M2300  	筿摸计   	20051109	   251.0300
M2300  	筿摸计   	20051110	   251.9400
M2300  	筿摸计   	20051111	   256.1300
M2300  	筿摸计   	20051114	   257.3400
M2300  	筿摸计   	20051115	   254.8600
M2300  	筿摸计   	20051116	   256.3300
M2300  	筿摸计   	20051117	   256.1000
M2300  	筿摸计   	20051118	   260.9400
M2300  	筿摸计   	20051121	   261.5100
M2300  	筿摸计   	20051122	   258.6500
M2300  	筿摸计   	20051123	   262.7100
M2300  	筿摸计   	20051124	   262.9500
M2300  	筿摸计   	20051125	   264.3500
M2300  	筿摸计   	20051128	   268.3500
M2300  	筿摸计   	20051129	   264.1600
M2300  	筿摸计   	20051130	   268.4300
M2300  	筿摸计   	20051201	   267.7700
M2300  	筿摸计   	20051202	   270.7400
M2300  	筿摸计   	20051205	   277.8700
M2300  	筿摸计   	20051206	   276.5300
M2300  	筿摸计   	20051207	   275.2900
M2300  	筿摸计   	20051208	   272.8200
M2300  	筿摸计   	20051209	   273.9500
M2300  	筿摸计   	20051212	   273.4100
M2300  	筿摸计   	20051213	   273.4600
M2300  	筿摸计   	20051214	   272.1300
M2300  	筿摸计   	20051215	   273.8600
M2300  	筿摸计   	20051216	   278.4300
M2300  	筿摸计   	20051219	   281.5500
M2300  	筿摸计   	20051220	   281.2200
M2300  	筿摸计   	20051221	   283.3500
M2300  	筿摸计   	20051222	   281.4000
M2300  	筿摸计   	20051223	   287.2800
M2300  	筿摸计   	20051226	   288.1700
M2300  	筿摸计   	20051227	   288.2100
M2300  	筿摸计   	20051228	   287.5700
M2300  	筿摸计   	20051229	   290.3900
M2300  	筿摸计   	20051230	   289.3200
M2300  	筿摸计   	20060102	   287.2800
M2300  	筿摸计   	20060103	   294.4500
M2300  	筿摸计   	20060104	   295.4500
M2300  	筿摸计   	20060105	   299.8900
M2300  	筿摸计   	20060106	   298.9600
M2300  	筿摸计   	20060109	   302.4300
M2300  	筿摸计   	20060110	   299.3500
M2300  	筿摸计   	20060111	   298.2900
M2300  	筿摸计   	20060112	   296.5200
M2300  	筿摸计   	20060113	   294.6900
M2300  	筿摸计   	20060116	   298.8100
M2300  	筿摸计   	20060117	   299.1700
M2300  	筿摸计   	20060118	   287.5000
M2300  	筿摸计   	20060119	   288.1900
M2300  	筿摸计   	20060120	   287.0900
M2300  	筿摸计   	20060123	   281.0100
M2300  	筿摸计   	20060124	   285.3400
M2300  	筿摸计   	20060125	   288.4700
M2300  	筿摸计   	20060203	   288.9300
M2300  	筿摸计   	20060206	   294.3700
M2300  	筿摸计   	20060207	   294.1900
M2300  	筿摸计   	20060208	   289.5000
M2300  	筿摸计   	20060209	   290.6400
M2300  	筿摸计   	20060210	   287.6100
M2300  	筿摸计   	20060213	   285.7000
M2300  	筿摸计   	20060214	   289.0000
M2300  	筿摸计   	20060215	   288.7000
M2300  	筿摸计   	20060216	   294.5400
M2300  	筿摸计   	20060217	   293.2800
M2300  	筿摸计   	20060220	   293.3900
M2300  	筿摸计   	20060221	   290.4100
M2300  	筿摸计   	20060222	   284.5400
M2300  	筿摸计   	20060223	   281.0000
M2300  	筿摸计   	20060224	   284.0900
M2300  	筿摸计   	20060227	   285.8900
M2300  	筿摸计   	20060301	   289.5000
M2300  	筿摸计   	20060302	   292.2400
M2300  	筿摸计   	20060303	   287.8800
M2300  	筿摸计   	20060306	   289.8200
M2300  	筿摸计   	20060307	   286.0800
M2300  	筿摸计   	20060308	   283.9500
M2300  	筿摸计   	20060309	   284.7900
M2300  	筿摸计   	20060310	   286.7200
M2300  	筿摸计   	20060313	   290.3500
M2300  	筿摸计   	20060314	   286.4500
M2300  	筿摸计   	20060315	   290.5200
M2300  	筿摸计   	20060316	   289.6600
M2300  	筿摸计   	20060317	   290.4700
M2300  	筿摸计   	20060320	   290.0000
M2300  	筿摸计   	20060321	   286.3700
M2300  	筿摸计   	20060322	   282.4400
M2300  	筿摸计   	20060323	   280.6600
M2300  	筿摸计   	20060324	   279.7500
M2300  	筿摸计   	20060327	   282.4900
M2300  	筿摸计   	20060328	   285.6400
M2300  	筿摸计   	20060329	   288.9500
M2300  	筿摸计   	20060330	   290.3100
M2300  	筿摸计   	20060331	   294.6000
M2300  	筿摸计   	20060403	   297.7800
M2300  	筿摸计   	20060404	   297.1400
M2300  	筿摸计   	20060406	   301.8000
M2300  	筿摸计   	20060407	   303.1900
M2300  	筿摸计   	20060410	   302.7900
M2300  	筿摸计   	20060411	   301.0900
M2300  	筿摸计   	20060412	   304.0400
M2300  	筿摸计   	20060413	   304.9300
M2300  	筿摸计   	20060414	   309.3600
M2300  	筿摸计   	20060417	   308.9900
M2300  	筿摸计   	20060418	   309.4900
M2300  	筿摸计   	20060419	   313.3600
M2300  	筿摸计   	20060420	   317.6400
M2300  	筿摸计   	20060421	   319.1100
M2300  	筿摸计   	20060424	   317.5400
M2300  	筿摸计   	20060425	   312.2800
M2300  	筿摸计   	20060426	   317.1200
M2300  	筿摸计   	20060427	   311.5000
M2300  	筿摸计   	20060428	   315.7400
M2300  	筿摸计   	20060502	   315.5800
M2300  	筿摸计   	20060503	   317.5900
M2300  	筿摸计   	20060504	   321.0000
M2300  	筿摸计   	20060505	   321.4900
M2300  	筿摸计   	20060508	   324.6800
M2300  	筿摸计   	20060509	   320.4600
M2300  	筿摸计   	20060510	   317.0900
M2300  	筿摸计   	20060511	   320.8200
M2300  	筿摸计   	20060512	   314.6600
M2300  	筿摸计   	20060515	   310.3600
M2300  	筿摸计   	20060516	   307.2600
M2300  	筿摸计   	20060517	   309.4700
M2300  	筿摸计   	20060518	   305.0200
M2300  	筿摸计   	20060519	   306.6600
M2300  	筿摸计   	20060522	   300.9600
M2300  	筿摸计   	20060523	   295.8100
M2300  	筿摸计   	20060524	   295.6700
M2300  	筿摸计   	20060525	   292.4700
M2300  	筿摸计   	20060526	   292.5600
M2300  	筿摸计   	20060529	   293.7400
M2300  	筿摸计   	20060530	   295.7800
M2300  	筿摸计   	20060601	   296.6300
M2300  	筿摸计   	20060602	   299.6200
M2300  	筿摸计   	20060605	   287.7700
M2300  	筿摸计   	20060606	   288.0400
M2300  	筿摸计   	20060607	   281.3300
M2300  	筿摸计   	20060608	   266.9700
M2300  	筿摸计   	20060609	   273.4800
M2300  	筿摸计   	20060612	   273.0500
M2300  	筿摸计   	20060613	   267.6400
M2300  	筿摸计   	20060614	   272.9600
M2300  	筿摸计   	20060615	   270.2200
M2300  	筿摸计   	20060616	   275.1400
M2300  	筿摸计   	20060619	   272.9700
M2300  	筿摸计   	20060620	   262.8800
M2300  	筿摸计   	20060621	   259.6400
