靡ㄩ絏	虏嘿	るら	Μ絃基(じ)
M2300  	筿摸计   	20090409	   227.6700
M2300  	筿摸计   	20090410	   230.1900
M2300  	筿摸计   	20090413	   233.1600
M2300  	筿摸计   	20090414	   236.1500
M2300  	筿摸计   	20090415	   235.1100
M2300  	筿摸计   	20090416	   238.4000
M2300  	筿摸计   	20090417	   230.4700
M2300  	筿摸计   	20090420	   233.2300
M2300  	筿摸计   	20090421	   236.8000
M2300  	筿摸计   	20090422	   237.5000
M2300  	筿摸计   	20090423	   238.5200
M2300  	筿摸计   	20090424	   238.0800
M2300  	筿摸计   	20090427	   231.9100
M2300  	筿摸计   	20090428	   229.0400
M2300  	筿摸计   	20090429	   228.6600
M2300  	筿摸计   	20090430	   244.0900
M2300  	筿摸计   	20090504	   256.7600
M2300  	筿摸计   	20090505	   257.1200
M2300  	筿摸计   	20090506	   263.6700
M2300  	筿摸计   	20090507	   261.7300
M2300  	筿摸计   	20090508	   263.9300
M2300  	筿摸计   	20090511	   264.0700
M2300  	筿摸计   	20090512	   255.5600
M2300  	筿摸计   	20090513	   258.2600
M2300  	筿摸计   	20090514	   253.8700
M2300  	筿摸计   	20090515	   257.8000
M2300  	筿摸计   	20090518	   261.1200
M2300  	筿摸计   	20090519	   264.2600
M2300  	筿摸计   	20090520	   265.9900
M2300  	筿摸计   	20090521	   267.0100
M2300  	筿摸计   	20090522	   268.1900
M2300  	筿摸计   	20090525	   265.5700
M2300  	筿摸计   	20090526	   263.0200
M2300  	筿摸计   	20090527	   272.4800
M2300  	筿摸计   	20090601	   274.0400
M2300  	筿摸计   	20090602	   274.3300
M2300  	筿摸计   	20090603	   273.0300
M2300  	筿摸计   	20090604	   268.7600
M2300  	筿摸计   	20090605	   268.8200
M2300  	筿摸计   	20090606	   272.0400
M2300  	筿摸计   	20090608	   264.0200
M2300  	筿摸计   	20090609	   256.0300
M2300  	筿摸计   	20090610	   258.3500
M2300  	筿摸计   	20090611	   261.7400
M2300  	筿摸计   	20090612	   256.3500
M2300  	筿摸计   	20090615	   246.3300
M2300  	筿摸计   	20090616	   245.7200
M2300  	筿摸计   	20090617	   243.1100
M2300  	筿摸计   	20090618	   242.1600
M2300  	筿摸计   	20090619	   244.8700
M2300  	筿摸计   	20090622	   251.1400
M2300  	筿摸计   	20090623	   246.4000
M2300  	筿摸计   	20090624	   251.7600
M2300  	筿摸计   	20090625	   254.5700
M2300  	筿摸计   	20090626	   254.3300
M2300  	筿摸计   	20090629	   250.4800
M2300  	筿摸计   	20090630	   254.0500
M2300  	筿摸计   	20090701	   259.7500
M2300  	筿摸计   	20090702	   262.9200
M2300  	筿摸计   	20090703	   262.4300
M2300  	筿摸计   	20090706	   261.5100
M2300  	筿摸计   	20090707	   265.5000
M2300  	筿摸计   	20090708	   265.1500
M2300  	筿摸计   	20090709	   268.3700
M2300  	筿摸计   	20090710	   270.1500
M2300  	筿摸计   	20090713	   263.3800
M2300  	筿摸计   	20090714	   269.0900
M2300  	筿摸计   	20090715	   271.2400
M2300  	筿摸计   	20090716	   273.6800
M2300  	筿摸计   	20090717	   276.5900
M2300  	筿摸计   	20090720	   279.1100
M2300  	筿摸计   	20090721	   279.5600
M2300  	筿摸计   	20090722	   280.8300
M2300  	筿摸计   	20090723	   281.3100
M2300  	筿摸计   	20090724	   281.5300
M2300  	筿摸计   	20090727	   284.1100
M2300  	筿摸计   	20090728	   289.9300
M2300  	筿摸计   	20090729	   287.0400
M2300  	筿摸计   	20090730	   284.7000
M2300  	筿摸计   	20090731	   288.0300
M2300  	筿摸计   	20090803	   284.7100
M2300  	筿摸计   	20090804	   277.7400
M2300  	筿摸计   	20090805	   274.1400
M2300  	筿摸计   	20090806	   275.7400
M2300  	筿摸计   	20090810	   276.5400
M2300  	筿摸计   	20090811	   278.5800
M2300  	筿摸计   	20090812	   279.3000
M2300  	筿摸计   	20090813	   284.3800
M2300  	筿摸计   	20090814	   284.4200
M2300  	筿摸计   	20090817	   279.0000
M2300  	筿摸计   	20090818	   273.5900
M2300  	筿摸计   	20090819	   274.4600
M2300  	筿摸计   	20090820	   273.8600
M2300  	筿摸计   	20090821	   270.6600
M2300  	筿摸计   	20090824	   277.1300
M2300  	筿摸计   	20090825	   277.0000
M2300  	筿摸计   	20090826	   273.9300
M2300  	筿摸计   	20090827	   273.5700
M2300  	筿摸计   	20090828	   278.7100
M2300  	筿摸计   	20090831	   279.5700
M2300  	筿摸计   	20090901	   289.3400
M2300  	筿摸计   	20090902	   289.6000
M2300  	筿摸计   	20090903	   292.1300
M2300  	筿摸计   	20090904	   295.3400
M2300  	筿摸计   	20090907	   297.6700
M2300  	筿摸计   	20090908	   300.4100
M2300  	筿摸计   	20090909	   296.3600
M2300  	筿摸计   	20090910	   297.8400
M2300  	筿摸计   	20090911	   296.5500
M2300  	筿摸计   	20090914	   294.0500
M2300  	筿摸计   	20090915	   298.1900
M2300  	筿摸计   	20090916	   301.4400
M2300  	筿摸计   	20090917	   302.2500
M2300  	筿摸计   	20090918	   305.0600
M2300  	筿摸计   	20090921	   304.3200
M2300  	筿摸计   	20090922	   302.6400
M2300  	筿摸计   	20090923	   300.5600
M2300  	筿摸计   	20090924	   298.5600
M2300  	筿摸计   	20090925	   298.9000
M2300  	筿摸计   	20090928	   295.3100
M2300  	筿摸计   	20090929	   302.3700
M2300  	筿摸计   	20090930	   306.1300
M2300  	筿摸计   	20091001	   305.8800
M2300  	筿摸计   	20091002	   300.3900
M2300  	筿摸计   	20091005	   301.0400
M2300  	筿摸计   	20091006	   305.3600
M2300  	筿摸计   	20091007	   305.6500
M2300  	筿摸计   	20091008	   299.7400
M2300  	筿摸计   	20091009	   301.2200
M2300  	筿摸计   	20091012	   302.7100
M2300  	筿摸计   	20091013	   304.3900
M2300  	筿摸计   	20091014	   309.0500
M2300  	筿摸计   	20091015	   310.0500
M2300  	筿摸计   	20091016	   309.1900
M2300  	筿摸计   	20091019	   311.4200
M2300  	筿摸计   	20091020	   312.3700
M2300  	筿摸计   	20091021	   310.2900
M2300  	筿摸计   	20091022	   306.4100
M2300  	筿摸计   	20091023	   307.5200
M2300  	筿摸计   	20091026	   307.2100
M2300  	筿摸计   	20091027	   307.5900
M2300  	筿摸计   	20091028	   302.4700
M2300  	筿摸计   	20091029	   296.6300
M2300  	筿摸计   	20091030	   296.8700
M2300  	筿摸计   	20091102	   297.0800
M2300  	筿摸计   	20091103	   296.2300
M2300  	筿摸计   	20091104	   300.8300
M2300  	筿摸计   	20091105	   299.6700
M2300  	筿摸计   	20091106	   300.9700
M2300  	筿摸计   	20091109	   302.0800
M2300  	筿摸计   	20091110	   305.0300
M2300  	筿摸计   	20091111	   308.6400
M2300  	筿摸计   	20091112	   308.3800
M2300  	筿摸计   	20091113	   309.3100
M2300  	筿摸计   	20091116	   314.5900
M2300  	筿摸计   	20091117	   312.9500
M2300  	筿摸计   	20091118	   314.6900
M2300  	筿摸计   	20091119	   315.2400
M2300  	筿摸计   	20091120	   312.3000
M2300  	筿摸计   	20091123	   313.3800
M2300  	筿摸计   	20091124	   313.8700
M2300  	筿摸计   	20091125	   315.2300
M2300  	筿摸计   	20091126	   315.4600
M2300  	筿摸计   	20091127	   306.6400
M2300  	筿摸计   	20091130	   310.8500
M2300  	筿摸计   	20091201	   312.7000
M2300  	筿摸计   	20091202	   313.6300
M2300  	筿摸计   	20091203	   313.9200
M2300  	筿摸计   	20091204	   312.9700
M2300  	筿摸计   	20091207	   318.9200
M2300  	筿摸计   	20091208	   319.2100
M2300  	筿摸计   	20091209	   320.9700
M2300  	筿摸计   	20091210	   316.5000
M2300  	筿摸计   	20091211	   321.2900
M2300  	筿摸计   	20091214	   321.4000
M2300  	筿摸计   	20091215	   320.6600
M2300  	筿摸计   	20091216	   319.3300
M2300  	筿摸计   	20091217	   319.3600
M2300  	筿摸计   	20091218	   319.8100
M2300  	筿摸计   	20091221	   322.1600
M2300  	筿摸计   	20091222	   325.1700
M2300  	筿摸计   	20091223	   328.2800
M2300  	筿摸计   	20091224	   331.2200
M2300  	筿摸计   	20091225	   332.1900
M2300  	筿摸计   	20091228	   334.8800
M2300  	筿摸计   	20091229	   335.3100
M2300  	筿摸计   	20091230	   338.1600
M2300  	筿摸计   	20091231	   341.3600
M2300  	筿摸计   	20100104	   342.0400
M2300  	筿摸计   	20100105	   340.5300
M2300  	筿摸计   	20100106	   343.9800
M2300  	筿摸计   	20100107	   339.2700
M2300  	筿摸计   	20100108	   340.0900
M2300  	筿摸计   	20100111	   341.5400
M2300  	筿摸计   	20100112	   341.8500
M2300  	筿摸计   	20100113	   337.8000
M2300  	筿摸计   	20100114	   343.4500
M2300  	筿摸计   	20100115	   347.3400
M2300  	筿摸计   	20100118	   346.6600
M2300  	筿摸计   	20100119	   342.0400
M2300  	筿摸计   	20100120	   341.5500
M2300  	筿摸计   	20100121	   336.6100
M2300  	筿摸计   	20100122	   327.3900
M2300  	筿摸计   	20100125	   326.3200
M2300  	筿摸计   	20100126	   315.4200
M2300  	筿摸计   	20100127	   312.7100
M2300  	筿摸计   	20100128	   319.2700
M2300  	筿摸计   	20100129	   316.8900
M2300  	筿摸计   	20100201	   310.6700
M2300  	筿摸计   	20100202	   307.7300
M2300  	筿摸计   	20100203	   314.4800
M2300  	筿摸计   	20100204	   313.8700
M2300  	筿摸计   	20100205	   300.2400
M2300  	筿摸计   	20100206	   300.9600
M2300  	筿摸计   	20100208	   300.0700
M2300  	筿摸计   	20100209	   306.0900
M2300  	筿摸计   	20100210	   309.1700
M2300  	筿摸计   	20100222	   312.1100
M2300  	筿摸计   	20100223	   312.8400
M2300  	筿摸计   	20100224	   309.2800
M2300  	筿摸计   	20100225	   304.2800
M2300  	筿摸计   	20100226	   303.7000
M2300  	筿摸计   	20100301	   309.8700
M2300  	筿摸计   	20100302	   311.5000
M2300  	筿摸计   	20100303	   311.1000
M2300  	筿摸计   	20100304	   309.1300
M2300  	筿摸计   	20100305	   313.1400
M2300  	筿摸计   	20100308	   319.1800
M2300  	筿摸计   	20100309	   320.0700
M2300  	筿摸计   	20100310	   319.9100
M2300  	筿摸计   	20100311	   319.3900
M2300  	筿摸计   	20100312	   318.8200
M2300  	筿摸计   	20100315	   313.7500
M2300  	筿摸计   	20100316	   316.0900
M2300  	筿摸计   	20100317	   322.7500
M2300  	筿摸计   	20100318	   324.1600
M2300  	筿摸计   	20100319	   324.7600
M2300  	筿摸计   	20100322	   321.6500
M2300  	筿摸计   	20100323	   321.3100
M2300  	筿摸计   	20100324	   321.8100
M2300  	筿摸计   	20100325	   323.2600
M2300  	筿摸计   	20100326	   325.5300
M2300  	筿摸计   	20100329	   327.3900
M2300  	筿摸计   	20100330	   327.4400
M2300  	筿摸计   	20100331	   326.1600
M2300  	筿摸计   	20100401	   329.8600
M2300  	筿摸计   	20100402	   330.4900
M2300  	筿摸计   	20100406	   334.0400
M2300  	筿摸计   	20100407	   334.7200
M2300  	筿摸计   	20100408	   329.7900
M2300  	筿摸计   	20100409	   331.1700
M2300  	筿摸计   	20100412	   331.7800
M2300  	筿摸计   	20100413	   327.9400
M2300  	筿摸计   	20100414	   331.0100
M2300  	筿摸计   	20100415	   333.2700
M2300  	筿摸计   	20100416	   330.2900
M2300  	筿摸计   	20100419	   321.3500
M2300  	筿摸计   	20100420	   324.6300
M2300  	筿摸计   	20100421	   329.5000
M2300  	筿摸计   	20100422	   330.3900
M2300  	筿摸计   	20100423	   332.2400
M2300  	筿摸计   	20100426	   338.0600
M2300  	筿摸计   	20100427	   337.6900
M2300  	筿摸计   	20100428	   335.5500
M2300  	筿摸计   	20100429	   333.4300
M2300  	筿摸计   	20100430	   329.7800
M2300  	筿摸计   	20100503	   327.7300
M2300  	筿摸计   	20100504	   327.6300
M2300  	筿摸计   	20100505	   317.3000
M2300  	筿摸计   	20100506	   311.8400
M2300  	筿摸计   	20100507	   311.9300
M2300  	筿摸计   	20100510	   316.0100
M2300  	筿摸计   	20100511	   313.8400
M2300  	筿摸计   	20100512	   312.7500
M2300  	筿摸计   	20100513	   319.1100
M2300  	筿摸计   	20100514	   319.0700
M2300  	筿摸计   	20100517	   311.0800
M2300  	筿摸计   	20100518	   309.2800
M2300  	筿摸计   	20100519	   307.7600
M2300  	筿摸计   	20100520	   302.9600
M2300  	筿摸计   	20100521	   296.0800
M2300  	筿摸计   	20100524	   300.0400
M2300  	筿摸计   	20100525	   290.7700
M2300  	筿摸计   	20100526	   295.6600
M2300  	筿摸计   	20100527	   298.4300
M2300  	筿摸计   	20100528	   300.5600
M2300  	筿摸计   	20100531	   303.5100
M2300  	筿摸计   	20100601	   301.2100
M2300  	筿摸计   	20100602	   296.6700
M2300  	筿摸计   	20100603	   304.0300
M2300  	筿摸计   	20100604	   303.6200
M2300  	筿摸计   	20100607	   294.8800
M2300  	筿摸计   	20100608	   292.8600
M2300  	筿摸计   	20100609	   289.9700
M2300  	筿摸计   	20100610	   294.6600
M2300  	筿摸计   	20100611	   299.2300
M2300  	筿摸计   	20100614	   301.6900
M2300  	筿摸计   	20100615	   303.9200
M2300  	筿摸计   	20100617	   306.2500
M2300  	筿摸计   	20100618	   306.1100
M2300  	筿摸计   	20100621	   311.4800
M2300  	筿摸计   	20100622	   309.8400
M2300  	筿摸计   	20100623	   308.6700
M2300  	筿摸计   	20100624	   308.4700
M2300  	筿摸计   	20100625	   303.7100
M2300  	筿摸计   	20100628	   302.7800
M2300  	筿摸计   	20100629	   300.7100
M2300  	筿摸计   	20100630	   295.4600
M2300  	筿摸计   	20100701	   292.3200
M2300  	筿摸计   	20100702	   294.0200
M2300  	筿摸计   	20100705	   298.8100
M2300  	筿摸计   	20100706	   302.5000
M2300  	筿摸计   	20100707	   302.5900
M2300  	筿摸计   	20100708	   307.7200
M2300  	筿摸计   	20100709	   309.6900
M2300  	筿摸计   	20100712	   309.9400
M2300  	筿摸计   	20100713	   308.0700
M2300  	筿摸计   	20100714	   312.8200
M2300  	筿摸计   	20100715	   311.8100
M2300  	筿摸计   	20100716	   308.5400
M2300  	筿摸计   	20100719	   308.2500
M2300  	筿摸计   	20100720	   311.6600
M2300  	筿摸计   	20100721	   311.0400
M2300  	筿摸计   	20100722	   309.1300
M2300  	筿摸计   	20100723	   313.6600
M2300  	筿摸计   	20100726	   315.5300
M2300  	筿摸计   	20100727	   315.4400
M2300  	筿摸计   	20100728	   315.3800
M2300  	筿摸计   	20100729	   315.3000
M2300  	筿摸计   	20100730	   313.5800
M2300  	筿摸计   	20100802	   318.7700
M2300  	筿摸计   	20100803	   319.6700
M2300  	筿摸计   	20100804	   318.5700
M2300  	筿摸计   	20100805	   316.6100
M2300  	筿摸计   	20100806	   316.8400
M2300  	筿摸计   	20100809	   318.4600
M2300  	筿摸计   	20100810	   315.2100
M2300  	筿摸计   	20100811	   312.4500
M2300  	筿摸计   	20100812	   309.0400
M2300  	筿摸计   	20100813	   311.8200
M2300  	筿摸计   	20100816	   313.4600
M2300  	筿摸计   	20100817	   312.6500
M2300  	筿摸计   	20100818	   312.9400
M2300  	筿摸计   	20100819	   315.4200
M2300  	筿摸计   	20100820	   314.1700
M2300  	筿摸计   	20100823	   314.4500
M2300  	筿摸计   	20100824	   312.6800
M2300  	筿摸计   	20100825	   306.3200
M2300  	筿摸计   	20100826	   304.8900
M2300  	筿摸计   	20100827	   305.1200
M2300  	筿摸计   	20100830	   304.9700
M2300  	筿摸计   	20100831	   298.0300
M2300  	筿摸计   	20100901	   298.9400
M2300  	筿摸计   	20100902	   301.0400
M2300  	筿摸计   	20100903	   307.7300
M2300  	筿摸计   	20100906	   309.7200
M2300  	筿摸计   	20100907	   308.6600
M2300  	筿摸计   	20100908	   307.7800
M2300  	筿摸计   	20100909	   308.5700
M2300  	筿摸计   	20100910	   310.6500
M2300  	筿摸计   	20100913	   318.2200
M2300  	筿摸计   	20100914	   320.1400
M2300  	筿摸计   	20100915	   320.9500
M2300  	筿摸计   	20100916	   318.2500
M2300  	筿摸计   	20100917	   320.3600
M2300  	筿摸计   	20100920	   320.7500
M2300  	筿摸计   	20100921	   321.7500
M2300  	筿摸计   	20100923	   321.9500
M2300  	筿摸计   	20100924	   319.3300
M2300  	筿摸计   	20100927	   319.5700
M2300  	筿摸计   	20100928	   320.3100
M2300  	筿摸计   	20100929	   322.7800
M2300  	筿摸计   	20100930	   323.3900
M2300  	筿摸计   	20101001	   322.7600
M2300  	筿摸计   	20101004	   319.5200
M2300  	筿摸计   	20101005	   317.5100
M2300  	筿摸计   	20101006	   320.1800
M2300  	筿摸计   	20101007	   319.9500
M2300  	筿摸计   	20101008	   318.8600
M2300  	筿摸计   	20101011	   317.3400
M2300  	筿摸计   	20101012	   313.6000
M2300  	筿摸计   	20101013	   313.6500
M2300  	筿摸计   	20101014	   316.3100
M2300  	筿摸计   	20101015	   314.2100
M2300  	筿摸计   	20101018	   308.2300
M2300  	筿摸计   	20101019	   308.5900
M2300  	筿摸计   	20101020	   313.5200
M2300  	筿摸计   	20101021	   312.7700
M2300  	筿摸计   	20101022	   314.5800
M2300  	筿摸计   	20101025	   320.1300
M2300  	筿摸计   	20101026	   320.6100
M2300  	筿摸计   	20101027	   318.4000
M2300  	筿摸计   	20101028	   322.7500
M2300  	筿摸计   	20101029	   320.8400
M2300  	筿摸计   	20101101	   323.5700
M2300  	筿摸计   	20101102	   321.0800
M2300  	筿摸计   	20101103	   318.6600
M2300  	筿摸计   	20101104	   321.4100
M2300  	筿摸计   	20101105	   322.7400
M2300  	筿摸计   	20101108	   318.8700
M2300  	筿摸计   	20101109	   320.5200
M2300  	筿摸计   	20101110	   322.2600
M2300  	筿摸计   	20101111	   321.4300
M2300  	筿摸计   	20101112	   318.2100
M2300  	筿摸计   	20101115	   318.2300
M2300  	筿摸计   	20101116	   320.6800
M2300  	筿摸计   	20101117	   318.9000
M2300  	筿摸计   	20101118	   319.0300
M2300  	筿摸计   	20101119	   321.1000
M2300  	筿摸计   	20101122	   324.8800
M2300  	筿摸计   	20101123	   323.2400
M2300  	筿摸计   	20101124	   321.2700
M2300  	筿摸计   	20101125	   325.0900
M2300  	筿摸计   	20101126	   324.7300
M2300  	筿摸计   	20101129	   325.8600
M2300  	筿摸计   	20101130	   325.3700
M2300  	筿摸计   	20101201	   329.3200
M2300  	筿摸计   	20101202	   332.2700
M2300  	筿摸计   	20101203	   336.2600
M2300  	筿摸计   	20101206	   337.0900
M2300  	筿摸计   	20101207	   336.4800
M2300  	筿摸计   	20101208	   337.2700
M2300  	筿摸计   	20101209	   340.4600
M2300  	筿摸计   	20101210	   340.6800
M2300  	筿摸计   	20101213	   341.3400
M2300  	筿摸计   	20101214	   340.8600
M2300  	筿摸计   	20101215	   339.6900
M2300  	筿摸计   	20101216	   341.1800
M2300  	筿摸计   	20101217	   342.4800
M2300  	筿摸计   	20101220	   339.3100
M2300  	筿摸计   	20101221	   341.5200
M2300  	筿摸计   	20101222	   343.8100
M2300  	筿摸计   	20101223	   345.1700
M2300  	筿摸计   	20101224	   343.2200
M2300  	筿摸计   	20101227	   341.9600
M2300  	筿摸计   	20101228	   341.3400
M2300  	筿摸计   	20101229	   337.7200
M2300  	筿摸计   	20101230	   339.7800
M2300  	筿摸计   	20101231	   341.2300
M2300  	筿摸计   	20110103	   340.2900
M2300  	筿摸计   	20110104	   341.1800
M2300  	筿摸计   	20110105	   335.4200
M2300  	筿摸计   	20110106	   336.9500
M2300  	筿摸计   	20110107	   336.7400
M2300  	筿摸计   	20110110	   337.9500
M2300  	筿摸计   	20110111	   342.7300
M2300  	筿摸计   	20110112	   342.9600
M2300  	筿摸计   	20110113	   342.9600
M2300  	筿摸计   	20110114	   342.8100
M2300  	筿摸计   	20110117	   343.0000
M2300  	筿摸计   	20110118	   344.9000
M2300  	筿摸计   	20110119	   349.4600
M2300  	筿摸计   	20110120	   346.2200
M2300  	筿摸计   	20110121	   343.0300
M2300  	筿摸计   	20110124	   342.8200
M2300  	筿摸计   	20110125	   344.1600
M2300  	筿摸计   	20110126	   347.8200
M2300  	筿摸计   	20110127	   351.1700
M2300  	筿摸计   	20110128	   351.7300
M2300  	筿摸计   	20110208	   346.6100
M2300  	筿摸计   	20110209	   340.6700
M2300  	筿摸计   	20110210	   335.4100
M2300  	筿摸计   	20110211	   327.8000
M2300  	筿摸计   	20110214	   332.3900
M2300  	筿摸计   	20110215	   334.2700
M2300  	筿摸计   	20110216	   334.0100
M2300  	筿摸计   	20110217	   333.0800
M2300  	筿摸计   	20110218	   336.9900
M2300  	筿摸计   	20110221	   336.2200
M2300  	筿摸计   	20110222	   329.7900
M2300  	筿摸计   	20110223	   324.4900
M2300  	筿摸计   	20110224	   325.5000
M2300  	筿摸计   	20110225	   330.9500
M2300  	筿摸计   	20110301	   337.6000
M2300  	筿摸计   	20110302	   334.9100
M2300  	筿摸计   	20110303	   339.0700
M2300  	筿摸计   	20110304	   341.4800
M2300  	筿摸计   	20110307	   338.6200
M2300  	筿摸计   	20110308	   339.6700
M2300  	筿摸计   	20110309	   339.0100
M2300  	筿摸计   	20110310	   333.4400
M2300  	筿摸计   	20110311	   329.2300
M2300  	筿摸计   	20110314	   325.5100
M2300  	筿摸计   	20110315	   312.7500
M2300  	筿摸计   	20110316	   315.8200
M2300  	筿摸计   	20110317	   312.0500
M2300  	筿摸计   	20110318	   317.3000
M2300  	筿摸计   	20110321	   319.8600
M2300  	筿摸计   	20110322	   321.1000
M2300  	筿摸计   	20110323	   321.2500
M2300  	筿摸计   	20110324	   323.8100
M2300  	筿摸计   	20110325	   326.0700
M2300  	筿摸计   	20110328	   322.5100
M2300  	筿摸计   	20110329	   322.4500
M2300  	筿摸计   	20110330	   323.2900
M2300  	筿摸计   	20110331	   325.7000
M2300  	筿摸计   	20110401	   326.4100
M2300  	筿摸计   	20110406	   333.4600
M2300  	筿摸计   	20110407	   334.9000
M2300  	筿摸计   	20110408	   333.6700
M2300  	筿摸计   	20110411	   332.8800
M2300  	筿摸计   	20110412	   325.9700
M2300  	筿摸计   	20110413	   328.4500
M2300  	筿摸计   	20110414	   329.8800
M2300  	筿摸计   	20110415	   327.1700
M2300  	筿摸计   	20110418	   326.1600
M2300  	筿摸计   	20110419	   323.1100
M2300  	筿摸计   	20110420	   330.3000
M2300  	筿摸计   	20110421	   332.9800
M2300  	筿摸计   	20110422	   333.7600
M2300  	筿摸计   	20110425	   331.4300
M2300  	筿摸计   	20110426	   333.3200
M2300  	筿摸计   	20110427	   335.9300
M2300  	筿摸计   	20110428	   336.0900
M2300  	筿摸计   	20110429	   333.8600
M2300  	筿摸计   	20110503	   331.2200
M2300  	筿摸计   	20110504	   332.7400
M2300  	筿摸计   	20110505	   336.0300
M2300  	筿摸计   	20110506	   335.3000
M2300  	筿摸计   	20110509	   337.0700
M2300  	筿摸计   	20110510	   334.4300
M2300  	筿摸计   	20110511	   333.9900
M2300  	筿摸计   	20110512	   335.6500
M2300  	筿摸计   	20110513	   335.4000
M2300  	筿摸计   	20110516	   331.1700
M2300  	筿摸计   	20110517	   329.2600
M2300  	筿摸计   	20110518	   331.6700
M2300  	筿摸计   	20110519	   330.0000
M2300  	筿摸计   	20110520	   328.3700
M2300  	筿摸计   	20110523	   324.3300
M2300  	筿摸计   	20110524	   324.9100
M2300  	筿摸计   	20110525	   323.2800
M2300  	筿摸计   	20110526	   326.4800
M2300  	筿摸计   	20110527	   327.7000
M2300  	筿摸计   	20110530	   329.5000
M2300  	筿摸计   	20110531	   336.1000
M2300  	筿摸计   	20110601	   339.6300
M2300  	筿摸计   	20110602	   336.2700
M2300  	筿摸计   	20110603	   339.1300
M2300  	筿摸计   	20110607	   340.7500
M2300  	筿摸计   	20110608	   338.8100
M2300  	筿摸计   	20110609	   338.1600
M2300  	筿摸计   	20110610	   330.8200
M2300  	筿摸计   	20110613	   325.9500
M2300  	筿摸计   	20110614	   330.9800
M2300  	筿摸计   	20110615	   330.0200
M2300  	筿摸计   	20110616	   322.1700
M2300  	筿摸计   	20110617	   320.0900
M2300  	筿摸计   	20110620	   315.8200
M2300  	筿摸计   	20110621	   319.3100
M2300  	筿摸计   	20110622	   321.1600
M2300  	筿摸计   	20110623	   318.3900
M2300  	筿摸计   	20110624	   316.3600
M2300  	筿摸计   	20110627	   314.2700
M2300  	筿摸计   	20110628	   313.8400
M2300  	筿摸计   	20110629	   314.4800
M2300  	筿摸计   	20110630	   315.6600
M2300  	筿摸计   	20110701	   318.9100
M2300  	筿摸计   	20110704	   319.8500
M2300  	筿摸计   	20110705	   318.7500
M2300  	筿摸计   	20110706	   321.9600
M2300  	筿摸计   	20110707	   318.2600
M2300  	筿摸计   	20110708	   316.0800
M2300  	筿摸计   	20110711	   311.6300
M2300  	筿摸计   	20110712	   304.1200
M2300  	筿摸计   	20110713	   301.6500
M2300  	筿摸计   	20110714	   300.6500
M2300  	筿摸计   	20110715	   302.9400
M2300  	筿摸计   	20110718	   299.2500
M2300  	筿摸计   	20110719	   300.1400
M2300  	筿摸计   	20110720	   308.9200
M2300  	筿摸计   	20110721	   309.1900
M2300  	筿摸计   	20110722	   309.6200
M2300  	筿摸计   	20110725	   306.9400
M2300  	筿摸计   	20110726	   312.5600
M2300  	筿摸计   	20110727	   313.5400
M2300  	筿摸计   	20110728	   310.2400
M2300  	筿摸计   	20110729	   304.4200
M2300  	筿摸计   	20110801	   308.5300
M2300  	筿摸计   	20110802	   306.8000
M2300  	筿摸计   	20110803	   301.4400
M2300  	筿摸计   	20110804	   295.4700
M2300  	筿摸计   	20110805	   278.5200
M2300  	筿摸计   	20110808	   268.3900
M2300  	筿摸计   	20110809	   264.5200
M2300  	筿摸计   	20110810	   273.3900
M2300  	筿摸计   	20110811	   273.4400
M2300  	筿摸计   	20110812	   270.8300
M2300  	筿摸计   	20110815	   278.2700
M2300  	筿摸计   	20110816	   276.8500
M2300  	筿摸计   	20110817	   272.8200
M2300  	筿摸计   	20110818	   267.3400
M2300  	筿摸计   	20110819	   256.9900
M2300  	筿摸计   	20110822	   255.6800
M2300  	筿摸计   	20110823	   263.8800
M2300  	筿摸计   	20110824	   264.0400
M2300  	筿摸计   	20110825	   261.2700
M2300  	筿摸计   	20110826	   264.1200
M2300  	筿摸计   	20110829	   268.3800
M2300  	筿摸计   	20110830	   271.9600
M2300  	筿摸计   	20110831	   275.9100
M2300  	筿摸计   	20110901	   275.1500
M2300  	筿摸计   	20110902	   274.6900
M2300  	筿摸计   	20110905	   268.0600
M2300  	筿摸计   	20110906	   263.1300
M2300  	筿摸计   	20110907	   271.4500
M2300  	筿摸计   	20110908	   272.2300
M2300  	筿摸计   	20110909	   275.3300
M2300  	筿摸计   	20110913	   268.6800
M2300  	筿摸计   	20110914	   263.7700
M2300  	筿摸计   	20110915	   270.6700
M2300  	筿摸计   	20110916	   277.1600
M2300  	筿摸计   	20110919	   273.9500
M2300  	筿摸计   	20110920	   275.7000
M2300  	筿摸计   	20110921	   277.9100
M2300  	筿摸计   	20110922	   270.0600
M2300  	筿摸计   	20110923	   260.7100
M2300  	筿摸计   	20110926	   254.1800
M2300  	筿摸计   	20110927	   261.3700
M2300  	筿摸计   	20110928	   264.5500
M2300  	筿摸计   	20110929	   265.0000
M2300  	筿摸计   	20110930	   266.3200
M2300  	筿摸计   	20111003	   260.0600
M2300  	筿摸计   	20111004	   262.3200
M2300  	筿摸计   	20111005	   260.1000
M2300  	筿摸计   	20111006	   262.6200
M2300  	筿摸计   	20111007	   261.8600
M2300  	筿摸计   	20111011	   269.0800
M2300  	筿摸计   	20111012	   270.1100
M2300  	筿摸计   	20111013	   271.5800
M2300  	筿摸计   	20111014	   270.6000
M2300  	筿摸计   	20111017	   273.9700
M2300  	筿摸计   	20111018	   270.3000
M2300  	筿摸计   	20111019	   268.9700
M2300  	筿摸计   	20111020	   265.1200
